measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,United Kingdom,Female,40 to 44,All causes,Number,2019,2119.988054,2156.338308,2086.113066
Deaths,United Kingdom,Male,40 to 44,All causes,Rate,2019,169.6572078,172.2328281,167.2242336
Deaths,United Kingdom,Female,40 to 44,All causes,Rate,2019,103.4583382,105.2322807,101.8051922
Deaths,United Kingdom,Male,45 to 49,All causes,Number,2019,5482.264735,5577.014756,5392.889605
Deaths,United Kingdom,Female,45 to 49,All causes,Number,2019,3652.583603,3715.241267,3593.929226
Deaths,United Kingdom,Male,1 to 4,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Female,1 to 4,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,1 to 4,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Female,1 to 4,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,5 to 9,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Female,5 to 9,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,5 to 9,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Female,5 to 9,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,10 to 14,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Female,10 to 14,Breast cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,10 to 14,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Female,10 to 14,Breast cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,15 to 19,Breast cancer,Number,2019,0.192651428,0.202264815,0.183726884
Deaths,United Kingdom,Female,15 to 19,Breast cancer,Number,2019,0.783120219,0.877116917,0.722269346
Deaths,United Kingdom,Male,15 to 19,Breast cancer,Rate,2019,0.010206816,0.010716141,0.009733987
Deaths,United Kingdom,Female,15 to 19,Breast cancer,Rate,2019,0.04347516,0.048693416,0.040097005
Deaths,United Kingdom,Male,20 to 24,Breast cancer,Number,2019,0.217762758,0.227770343,0.207901853
Deaths,United Kingdom,Female,20 to 24,Breast cancer,Number,2019,2.936629174,3.212602964,2.717392723
Deaths,United Kingdom,Male,20 to 24,Breast cancer,Rate,2019,0.01043298,0.010912441,0.009960545
Deaths,United Kingdom,Female,20 to 24,Breast cancer,Rate,2019,0.144793414,0.158400575,0.133983743
Deaths,United Kingdom,Male,25 to 29,Breast cancer,Number,2019,0.247303838,0.256736281,0.238152195
Deaths,United Kingdom,Female,25 to 29,Breast cancer,Number,2019,27.92424697,29.76874373,26.39064594
Deaths,United Kingdom,Male,25 to 29,Breast cancer,Rate,2019,0.010564548,0.010967491,0.010173599
Deaths,United Kingdom,Female,25 to 29,Breast cancer,Rate,2019,1.210877128,1.29085991,1.144375697
Deaths,United Kingdom,Male,30 to 34,Breast cancer,Number,2019,0.275069344,0.31830311,0.251489337
Deaths,United Kingdom,Female,30 to 34,Breast cancer,Number,2019,103.1518674,109.4830405,96.8428543
Deaths,United Kingdom,Male,30 to 34,Breast cancer,Rate,2019,0.011378219,0.01316658,0.010402835
Deaths,United Kingdom,Female,30 to 34,Breast cancer,Rate,2019,4.310896793,4.575487581,4.047232111
Deaths,United Kingdom,Male,35 to 39,Breast cancer,Number,2019,0.576577265,0.678280736,0.512947648
Deaths,United Kingdom,Female,35 to 39,Breast cancer,Number,2019,198.1307325,209.2959154,187.1524723
Deaths,United Kingdom,Male,35 to 39,Breast cancer,Rate,2019,0.024914188,0.029308845,0.022164721
Deaths,United Kingdom,Female,35 to 39,Breast cancer,Rate,2019,8.634790747,9.121383698,8.156344127
Deaths,United Kingdom,Male,40 to 44,Breast cancer,Number,2019,1.104859905,1.265789539,0.990343243
Deaths,United Kingdom,Female,40 to 44,Breast cancer,Number,2019,310.5965544,327.863705,294.4967446
Deaths,United Kingdom,Male,40 to 44,Breast cancer,Rate,2019,0.053680164,0.061499009,0.048116315
Deaths,United Kingdom,Female,40 to 44,Breast cancer,Rate,2019,15.15753984,16.00020058,14.37184693
Deaths,United Kingdom,Male,45 to 49,Breast cancer,Number,2019,1.858434692,2.109054689,1.669371218
Deaths,United Kingdom,Female,45 to 49,Breast cancer,Number,2019,549.9747975,580.5079016,521.979789
Deaths,United Kingdom,Male,45 to 49,Breast cancer,Rate,2019,0.083140479,0.094352424,0.074682379
Deaths,United Kingdom,Female,45 to 49,Breast cancer,Rate,2019,24.24415836,25.59012806,23.01007378
Deaths,United Kingdom,Male,50 to 54,Breast cancer,Number,2019,3.337887657,3.79008309,3.003798188
Deaths,United Kingdom,Female,50 to 54,Breast cancer,Number,2019,868.9855788,908.5770736,830.0115935
Deaths,United Kingdom,Male,50 to 54,Breast cancer,Rate,2019,0.1442197,0.163757652,0.129784737
Deaths,United Kingdom,Female,50 to 54,Breast cancer,Rate,2019,36.64533028,38.31491312,35.00178798
Deaths,United Kingdom,Male,55 to 59,Breast cancer,Number,2019,5.297826365,5.918766215,4.840843597
Deaths,United Kingdom,Female,55 to 59,Breast cancer,Number,2019,1135.174425,1183.162347,1087.069562
Deaths,United Kingdom,Male,55 to 59,Breast cancer,Rate,2019,0.245032431,0.273751832,0.223896291
Deaths,United Kingdom,Female,55 to 59,Breast cancer,Rate,2019,51.30363184,53.47242163,49.12955698
Deaths,United Kingdom,Male,60 to 64,Breast cancer,Number,2019,7.142514774,7.954170637,6.471223279
Deaths,United Kingdom,Female,60 to 64,Breast cancer,Number,2019,1134.525781,1193.320539,1081.147593
Deaths,United Kingdom,Male,60 to 64,Breast cancer,Rate,2019,0.391728564,0.436243527,0.354911831
Deaths,United Kingdom,Female,60 to 64,Breast cancer,Rate,2019,60.29130206,63.41579038,57.45466274
Deaths,United Kingdom,Male,65 to 69,Breast cancer,Number,2019,9.523744406,10.59314393,8.677722825
Deaths,United Kingdom,Female,65 to 69,Breast cancer,Number,2019,1311.006027,1377.579607,1240.787992
Deaths,United Kingdom,Male,65 to 69,Breast cancer,Rate,2019,0.585296614,0.651018235,0.533303034
Deaths,United Kingdom,Female,65 to 69,Breast cancer,Rate,2019,76.3229578,80.19867798,72.23506803
Deaths,United Kingdom,Male,70 to 74,Breast cancer,Number,2019,14.63835338,16.29599377,13.34864166
Deaths,United Kingdom,Female,70 to 74,Breast cancer,Number,2019,1731.970859,1833.016313,1622.501217
Deaths,United Kingdom,Male,70 to 74,Breast cancer,Rate,2019,0.937186592,1.043313169,0.854615793
Deaths,United Kingdom,Female,70 to 74,Breast cancer,Rate,2019,101.8616621,107.8044052,95.4234708
Deaths,United Kingdom,Male,75 to 79,Breast cancer,Number,2019,13.83775653,15.53953995,12.47941889
Deaths,United Kingdom,Female,75 to 79,Breast cancer,Number,2019,1759.512695,1877.159653,1607.022151
Deaths,United Kingdom,Male,75 to 79,Breast cancer,Rate,2019,1.306832981,1.467548823,1.17855204
Deaths,United Kingdom,Female,75 to 79,Breast cancer,Rate,2019,143.2918719,152.8728501,130.8732883
Deaths,United Kingdom,Male,All Ages,Breast cancer,Number,2019,93.64485918,99.64338213,86.06311318
Deaths,United Kingdom,Female,All Ages,Breast cancer,Number,2019,15162.19556,16011.12009,13811.23019
Deaths,United Kingdom,Male,All Ages,Breast cancer,Rate,2019,0.281578904,0.299615746,0.258781499
Deaths,United Kingdom,Female,All Ages,Breast cancer,Rate,2019,44.64276387,47.14229222,40.66505314
Deaths,United Kingdom,Male,80 to 84,Breast cancer,Number,2019,12.46202957,14.08291458,10.84299531
Deaths,United Kingdom,Female,80 to 84,Breast cancer,Number,2019,1952.978963,2114.130995,1690.623765
Deaths,United Kingdom,Male,80 to 84,Breast cancer,Rate,2019,1.715101506,1.938177716,1.492280008
Deaths,United Kingdom,Female,80 to 84,Breast cancer,Rate,2019,209.3095768,226.580968,181.1917852
Deaths,United Kingdom,Male,85 to 89,Breast cancer,Number,2019,12.58462998,14.43853754,10.67452301
Deaths,United Kingdom,Female,85 to 89,Breast cancer,Number,2019,1929.353964,2132.689843,1604.614149
Deaths,United Kingdom,Male,85 to 89,Breast cancer,Rate,2019,3.216179568,3.689971773,2.728024808
Deaths,United Kingdom,Female,85 to 89,Breast cancer,Rate,2019,319.8378528,353.5457738,266.0042448
Deaths,United Kingdom,Male,90 to 94,Breast cancer,Number,2019,8.065677719,9.150350517,6.717727454
Deaths,United Kingdom,Female,90 to 94,Breast cancer,Number,2019,1439.853173,1594.009107,1153.501348
Deaths,United Kingdom,Male,90 to 94,Breast cancer,Rate,2019,5.363252312,6.084502788,4.46693614
Deaths,United Kingdom,Female,90 to 94,Breast cancer,Rate,2019,482.8812376,534.5802647,386.8478877
Deaths,United Kingdom,Male,95 plus,Breast cancer,Number,2019,2.281779563,2.584679556,1.868352504
Deaths,United Kingdom,Female,95 plus,Breast cancer,Number,2019,705.3361421,787.8173211,551.4078197
Deaths,United Kingdom,Male,95 plus,Breast cancer,Rate,2019,7.163567808,8.114511833,5.865627895
Deaths,United Kingdom,Female,95 plus,Breast cancer,Rate,2019,741.7464266,828.4853815,579.8721424
Deaths,United Kingdom,Male,1 to 4,Prostate cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,1 to 4,Prostate cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,5 to 9,Prostate cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,5 to 9,Prostate cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,10 to 14,Prostate cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,10 to 14,Prostate cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,15 to 19,Prostate cancer,Number,2019,0,0,0
Deaths,United Kingdom,Male,15 to 19,Prostate cancer,Rate,2019,0,0,0
Deaths,United Kingdom,Male,20 to 24,Prostate cancer,Number,2019,0.605125632,1.060282313,0.514810601
Deaths,United Kingdom,Male,20 to 24,Prostate cancer,Rate,2019,0.028991474,0.050797959,0.024664495
Deaths,United Kingdom,Male,25 to 29,Prostate cancer,Number,2019,1.020387087,1.612939709,0.885035588
Deaths,United Kingdom,Male,25 to 29,Prostate cancer,Rate,2019,0.043589812,0.068903007,0.037807745
Deaths,United Kingdom,Male,30 to 34,Prostate cancer,Number,2019,1.338754687,1.952523882,1.181007873
Deaths,United Kingdom,Male,30 to 34,Prostate cancer,Rate,2019,0.055377471,0.08076598,0.048852288
Deaths,United Kingdom,Male,35 to 39,Prostate cancer,Number,2019,1.768487416,2.464296237,1.468613219
Deaths,United Kingdom,Male,35 to 39,Prostate cancer,Rate,2019,0.076417213,0.106483456,0.063459501
Deaths,United Kingdom,Male,40 to 44,Prostate cancer,Number,2019,3.858288403,5.012103747,3.126082427
Deaths,United Kingdom,Male,40 to 44,Prostate cancer,Rate,2019,0.187456845,0.243515533,0.151882257
Deaths,United Kingdom,Male,45 to 49,Prostate cancer,Number,2019,18.20406906,24.24388107,15.31235897
Deaths,United Kingdom,Male,45 to 49,Prostate cancer,Rate,2019,0.814392367,1.084594417,0.68502642
Deaths,United Kingdom,Male,50 to 54,Prostate cancer,Number,2019,80.61211393,96.85377228,59.05044179
Deaths,United Kingdom,Male,50 to 54,Prostate cancer,Rate,2019,3.482997653,4.18474898,2.551385147
Deaths,United Kingdom,Male,55 to 59,Prostate cancer,Number,2019,207.0316673,272.6002497,165.1101972
Deaths,United Kingdom,Male,55 to 59,Prostate cancer,Rate,2019,9.575525729,12.6081712,7.63659474
Deaths,United Kingdom,Male,60 to 64,Prostate cancer,Number,2019,523.0922001,681.8886651,410.5218196
Deaths,United Kingdom,Male,60 to 64,Prostate cancer,Rate,2019,28.68879696,37.39792997,22.51491636
Deaths,United Kingdom,Male,65 to 69,Prostate cancer,Number,2019,1024.481771,1373.241945,828.7785022
Deaths,United Kingdom,Male,65 to 69,Prostate cancer,Rate,2019,62.96113018,84.39473232,50.93387958
Deaths,United Kingdom,Male,70 to 74,Prostate cancer,Number,2019,1952.936534,2698.570393,1563.452081
Deaths,United Kingdom,Male,70 to 74,Prostate cancer,Rate,2019,125.0322278,172.7697046,100.0963899
Deaths,United Kingdom,Male,75 to 79,Prostate cancer,Number,2019,2728.115166,3879.712923,2316.467713
Deaths,United Kingdom,Male,75 to 79,Prostate cancer,Rate,2019,257.6422606,366.3987578,218.7664163
Deaths,United Kingdom,Male,All Ages,Prostate cancer,Number,2019,15967.9329,20473.1986,12525.83148
Deaths,United Kingdom,Male,All Ages,Prostate cancer,Rate,2019,48.01366655,61.56046227,37.66367879
Deaths,United Kingdom,Male,80 to 84,Prostate cancer,Number,2019,3425.432904,4622.590714,2709.509744
Deaths,United Kingdom,Male,80 to 84,Prostate cancer,Rate,2019,471.4292402,636.1894947,372.8994716
Deaths,United Kingdom,Male,85 to 89,Prostate cancer,Number,2019,3356.062931,4144.531433,2564.064324
Deaths,United Kingdom,Male,85 to 89,Prostate cancer,Rate,2019,857.6891844,1059.193423,655.2827774
Deaths,United Kingdom,Male,90 to 94,Prostate cancer,Number,2019,2047.209876,2313.198665,1365.651524
Deaths,United Kingdom,Male,90 to 94,Prostate cancer,Rate,2019,1361.287108,1538.155691,908.0865795
Deaths,United Kingdom,Male,95 plus,Prostate cancer,Number,2019,596.1626267,687.7617208,337.723234
Deaths,United Kingdom,Male,95 plus,Prostate cancer,Rate,2019,1871.631892,2159.204071,1060.270381
Deaths,Global,Male,1 to 4,Breast cancer,Number,2019,0,0,0
Deaths,Global,Female,1 to 4,Breast cancer,Number,2019,0,0,0
Deaths,Global,Male,1 to 4,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Female,1 to 4,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Male,5 to 9,Breast cancer,Number,2019,0,0,0
Deaths,Global,Female,5 to 9,Breast cancer,Number,2019,0,0,0
Deaths,Global,Male,5 to 9,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Female,5 to 9,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Male,10 to 14,Breast cancer,Number,2019,0,0,0
Deaths,Global,Female,10 to 14,Breast cancer,Number,2019,0,0,0
Deaths,Global,Male,10 to 14,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Female,10 to 14,Breast cancer,Rate,2019,0,0,0
Deaths,Global,Male,15 to 19,Breast cancer,Number,2019,37.41040864,42.47220895,33.08585014
Deaths,Global,Female,15 to 19,Breast cancer,Number,2019,678.0669238,815.2549642,556.1822215
Deaths,Global,Male,15 to 19,Breast cancer,Rate,2019,0.011772346,0.013365198,0.010411489
Deaths,Global,Female,15 to 19,Breast cancer,Rate,2019,0.224704886,0.270167689,0.184313463
Deaths,Global,Male,20 to 24,Breast cancer,Number,2019,39.98768563,45.44841872,35.90418961
Deaths,Global,Female,20 to 24,Breast cancer,Number,2019,1647.895106,1897.968411,1403.460493
Deaths,Global,Male,20 to 24,Breast cancer,Rate,2019,0.013137931,0.014932051,0.011796301
Deaths,Global,Female,20 to 24,Breast cancer,Rate,2019,0.557142475,0.641690612,0.474500744
Deaths,Global,Male,25 to 29,Breast cancer,Number,2019,46.36287549,52.05941161,41.84611692
Deaths,Global,Female,25 to 29,Breast cancer,Number,2019,4492.54386,5041.849483,3965.00105
Deaths,Global,Male,25 to 29,Breast cancer,Rate,2019,0.015212063,0.017081147,0.013730076
Deaths,Global,Female,25 to 29,Breast cancer,Rate,2019,1.494062991,1.676742833,1.318620699
Deaths,Global,Male,30 to 34,Breast cancer,Number,2019,73.74364072,85.77145431,63.78723983
Deaths,Global,Female,30 to 34,Breast cancer,Number,2019,12057.63355,13237.52129,10886.98616
Deaths,Global,Male,30 to 34,Breast cancer,Rate,2019,0.024323817,0.028291106,0.021039769
Deaths,Global,Female,30 to 34,Breast cancer,Rate,2019,4.03862579,4.433821499,3.646525073
Deaths,Global,Male,35 to 39,Breast cancer,Number,2019,148.0697462,176.6812666,125.38269
Deaths,Global,Female,35 to 39,Breast cancer,Number,2019,23866.22356,26317.52714,21728.91594
Deaths,Global,Male,35 to 39,Breast cancer,Rate,2019,0.054329502,0.064827593,0.046005206
Deaths,Global,Female,35 to 39,Breast cancer,Rate,2019,8.890846418,9.804026653,8.094638597
Deaths,Global,Male,40 to 44,Breast cancer,Number,2019,290.018061,339.7453461,244.8781247
Deaths,Global,Female,40 to 44,Breast cancer,Number,2019,38584.10939,42303.24144,35215.77694
Deaths,Global,Male,40 to 44,Breast cancer,Rate,2019,0.116592717,0.136584022,0.098445614
Deaths,Global,Female,40 to 44,Breast cancer,Rate,2019,15.76801679,17.28789991,14.39149357
Deaths,Global,Male,45 to 49,Breast cancer,Number,2019,590.0120545,692.1440426,493.971001
Deaths,Global,Female,45 to 49,Breast cancer,Number,2019,53896.62379,58818.89488,49352.16044
Deaths,Global,Male,45 to 49,Breast cancer,Rate,2019,0.247517122,0.290362714,0.20722675
Deaths,Global,Female,45 to 49,Breast cancer,Rate,2019,22.89295659,24.98372462,20.96266495
Deaths,Global,Male,50 to 54,Breast cancer,Number,2019,946.5563679,1108.50804,804.9029501
Deaths,Global,Female,50 to 54,Breast cancer,Number,2019,73755.85199,80784.13457,67099.15974
Deaths,Global,Male,50 to 54,Breast cancer,Rate,2019,0.435026396,0.509457518,0.369924118
Deaths,Global,Female,50 to 54,Breast cancer,Rate,2019,33.64300592,36.84888785,30.60662128
Deaths,Global,Male,55 to 59,Breast cancer,Number,2019,1288.154389,1476.215233,1088.973708
Deaths,Global,Female,55 to 59,Breast cancer,Number,2019,79836.49594,86938.36444,73467.73679
Deaths,Global,Male,55 to 59,Breast cancer,Rate,2019,0.704825659,0.8077249,0.595842097
Deaths,Global,Female,55 to 59,Breast cancer,Rate,2019,42.40974561,46.18231144,39.02661297
Deaths,Global,Male,60 to 64,Breast cancer,Number,2019,1593.835568,1787.037663,1385.294373
Deaths,Global,Female,60 to 64,Breast cancer,Number,2019,77489.71991,83454.75551,72017.57552
Deaths,Global,Male,60 to 64,Breast cancer,Rate,2019,1.047509911,1.17448732,0.910451251
Deaths,Global,Female,60 to 64,Breast cancer,Rate,2019,48.31611557,52.03541343,44.90414349
Deaths,Global,Male,65 to 69,Breast cancer,Number,2019,1864.746068,2103.054027,1620.816249
Deaths,Global,Female,65 to 69,Breast cancer,Number,2019,75870.59766,81422.66611,70901.00881
Deaths,Global,Male,65 to 69,Breast cancer,Rate,2019,1.508489923,1.701269606,1.311162426
Deaths,Global,Female,65 to 69,Breast cancer,Rate,2019,56.21422526,60.32787714,52.53214557
Deaths,Global,Male,70 to 74,Breast cancer,Number,2019,1769.017464,2009.15493,1531.731432
Deaths,Global,Female,70 to 74,Breast cancer,Number,2019,67200.91714,71885.66325,62286.44472
Deaths,Global,Male,70 to 74,Breast cancer,Rate,2019,2.007882398,2.28044488,1.738556369
Deaths,Global,Female,70 to 74,Breast cancer,Rate,2019,67.89103442,72.62389035,62.92609301
Deaths,Global,Male,75 to 79,Breast cancer,Number,2019,1197.818606,1383.86904,1027.36464
Deaths,Global,Female,75 to 79,Breast cancer,Number,2019,57578.84888,61581.10186,52350.96847
Deaths,Global,Male,75 to 79,Breast cancer,Rate,2019,2.093905136,2.419139658,1.795934782
Deaths,Global,Female,75 to 79,Breast cancer,Rate,2019,82.43364488,88.16353194,74.94906946
Deaths,Global,Male,All Ages,Breast cancer,Number,2019,12097.67122,13322.46062,10692.89732
Deaths,Global,Female,All Ages,Breast cancer,Number,2019,688562.2622,739571.4732,635323.1315
Deaths,Global,Male,All Ages,Breast cancer,Rate,2019,0.311717351,0.343276161,0.27552093
Deaths,Global,Female,All Ages,Breast cancer,Rate,2019,17.85463616,19.17732106,16.47412875
Deaths,Global,Male,80 to 84,Breast cancer,Number,2019,1033.192249,1181.85203,890.7057538
Deaths,Global,Female,80 to 84,Breast cancer,Number,2019,51647.49288,56051.56388,44454.74542
Deaths,Global,Male,80 to 84,Breast cancer,Rate,2019,2.932061021,3.353937541,2.52770346
Deaths,Global,Female,80 to 84,Breast cancer,Rate,2019,105.0075118,113.9616839,90.38351999
Deaths,Global,Male,85 to 89,Breast cancer,Number,2019,749.4278092,878.8956348,631.1926982
Deaths,Global,Female,85 to 89,Breast cancer,Number,2019,37468.3635,41322.43131,30428.14831
Deaths,Global,Male,85 to 89,Breast cancer,Rate,2019,4.602431866,5.39752759,3.876319176
Deaths,Global,Female,85 to 89,Breast cancer,Rate,2019,137.7634841,151.9341006,111.8780575
Deaths,Global,Male,90 to 94,Breast cancer,Number,2019,340.0973987,398.8869465,277.3210507
Deaths,Global,Female,90 to 94,Breast cancer,Number,2019,22280.36032,25077.93679,17245.28905
Deaths,Global,Male,90 to 94,Breast cancer,Rate,2019,6.407400938,7.514990133,5.224700827
Deaths,Global,Female,90 to 94,Breast cancer,Rate,2019,192.9085597,217.1306297,149.3137374
Deaths,Global,Male,95 plus,Breast cancer,Number,2019,89.22082667,104.5269434,69.91481554
Deaths,Global,Female,95 plus,Breast cancer,Number,2019,10210.51781,11731.89004,7615.224144
Deaths,Global,Male,95 plus,Breast cancer,Rate,2019,6.990358368,8.189576588,5.477752606
Deaths,Global,Female,95 plus,Breast cancer,Rate,2019,291.9904283,335.4971473,217.7727516
Deaths,Global,Male,1 to 4,Prostate cancer,Number,2019,0,0,0
Deaths,Global,Male,1 to 4,Prostate cancer,Rate,2019,0,0,0
Deaths,Global,Male,5 to 9,Prostate cancer,Number,2019,0,0,0
Deaths,Global,Male,5 to 9,Prostate cancer,Rate,2019,0,0,0
Deaths,Global,Male,10 to 14,Prostate cancer,Number,2019,0,0,0
Deaths,Global,Male,10 to 14,Prostate cancer,Rate,2019,0,0,0
Deaths,Global,Male,15 to 19,Prostate cancer,Number,2019,0,0,0
Deaths,Global,Male,15 to 19,Prostate cancer,Rate,2019,0,0,0
Deaths,Global,Male,20 to 24,Prostate cancer,Number,2019,119.0086749,150.1105633,103.7748577
Deaths,Global,Male,20 to 24,Prostate cancer,Rate,2019,0.039100231,0.049318738,0.034095169
Deaths,Global,Male,25 to 29,Prostate cancer,Number,2019,198.1108402,252.9346318,173.6281486
Deaths,Global,Male,25 to 29,Prostate cancer,Rate,2019,0.065001893,0.082990056,0.056968908
Deaths,Global,Male,30 to 34,Prostate cancer,Number,2019,242.1673794,293.7171432,206.9062479
Deaths,Global,Male,30 to 34,Prostate cancer,Rate,2019,0.079877193,0.096880517,0.068246559
Deaths,Global,Male,35 to 39,Prostate cancer,Number,2019,316.3995017,375.7031743,265.5171385
Deaths,Global,Male,35 to 39,Prostate cancer,Rate,2019,0.116092773,0.137852377,0.097423102
Deaths,Global,Male,40 to 44,Prostate cancer,Number,2019,652.4962755,774.0425917,539.7857628
Deaths,Global,Male,40 to 44,Prostate cancer,Rate,2019,0.26231578,0.311179686,0.217004033
Deaths,Global,Male,45 to 49,Prostate cancer,Number,2019,2045.938295,2449.27837,1709.20662
Deaths,Global,Male,45 to 49,Prostate cancer,Rate,2019,0.858295615,1.027501607,0.717032645
Deaths,Global,Male,50 to 54,Prostate cancer,Number,2019,5698.831736,6749.166403,4705.772041
Deaths,Global,Male,50 to 54,Prostate cancer,Rate,2019,2.619117377,3.101839084,2.162718588
Deaths,Global,Male,55 to 59,Prostate cancer,Number,2019,13619.91116,15555.27298,11472.86517
Deaths,Global,Male,55 to 59,Prostate cancer,Rate,2019,7.452261111,8.511212341,6.277484925
Deaths,Global,Male,60 to 64,Prostate cancer,Number,2019,31684.26584,37146.90977,26568.1332
Deaths,Global,Male,60 to 64,Prostate cancer,Rate,2019,20.82371807,24.41390878,17.46126352
Deaths,Global,Male,65 to 69,Prostate cancer,Number,2019,51838.74475,61856.63798,44256.32223
Deaths,Global,Male,65 to 69,Prostate cancer,Rate,2019,41.93505241,50.03904644,35.80123712
Deaths,Global,Male,70 to 74,Prostate cancer,Number,2019,72260.11783,88784.90771,62198.60093
Deaths,Global,Male,70 to 74,Prostate cancer,Rate,2019,82.0171771,100.773258,70.59708482
Deaths,Global,Male,75 to 79,Prostate cancer,Number,2019,90801.41215,115231.1751,78023.56397
Deaths,Global,Male,75 to 79,Prostate cancer,Rate,2019,158.7298297,201.4354663,136.39289
Deaths,Global,Male,All Ages,Prostate cancer,Number,2019,486836.0667,593688.8455,420498.0541
Deaths,Global,Male,All Ages,Prostate cancer,Rate,2019,12.54417039,15.29741641,10.83485715
Deaths,Global,Male,80 to 84,Prostate cancer,Number,2019,96271.24446,119991.8048,81713.15333
Deaths,Global,Male,80 to 84,Prostate cancer,Rate,2019,273.204879,340.5206476,231.8909691
Deaths,Global,Male,85 to 89,Prostate cancer,Number,2019,73881.81317,92608.20083,60146.65059
Deaths,Global,Male,85 to 89,Prostate cancer,Rate,2019,453.7275066,568.731143,369.3762867
Deaths,Global,Male,90 to 94,Prostate cancer,Number,2019,35765.60006,42721.00045,27177.5006
Deaths,Global,Male,90 to 94,Prostate cancer,Rate,2019,673.8203239,804.8593709,512.02139
Deaths,Global,Male,95 plus,Prostate cancer,Number,2019,11440.00456,13642.24782,7992.08328
Deaths,Global,Male,95 plus,Prostate cancer,Rate,2019,896.3123809,1068.855835,626.1713584
Deaths,Global,Male,1 to 4,All causes,Number,2019,669534.3774,811046.2697,555031.4373
Deaths,Global,Female,1 to 4,All causes,Number,2019,619380.6572,730039.8805,526318.1894
Deaths,Global,Male,1 to 4,All causes,Rate,2019,244.1829736,295.793161,202.4231039
Deaths,Global,Female,1 to 4,All causes,Rate,2019,241.3201155,284.4346304,205.061564
Deaths,Global,Male,5 to 9,All causes,Number,2019,210032.2566,234560.2585,189341.622
Deaths,Global,Female,5 to 9,All causes,Number,2019,167707.9098,185044.5046,152349.8263
Deaths,Global,Male,5 to 9,All causes,Rate,2019,62.14905863,69.40695441,56.02664922
Deaths,Global,Female,5 to 9,All causes,Rate,2019,52.94570921,58.41890548,48.09713276
Deaths,Global,Male,10 to 14,All causes,Number,2019,170078.7927,184434.356,156649.4381
Deaths,Global,Female,10 to 14,All causes,Number,2019,129193.242,140301.0135,119021.6579
Deaths,Global,Male,10 to 14,All causes,Rate,2019,51.33149571,55.66414954,47.27838098
Deaths,Global,Female,10 to 14,All causes,Rate,2019,41.56094415,45.13426938,38.28878663
Deaths,Global,Male,15 to 19,All causes,Number,2019,302328.2051,325494.3985,279931.8051
Deaths,Global,Female,15 to 19,All causes,Number,2019,196976.7814,215401.3409,181494.5037
Deaths,Global,Male,15 to 19,All causes,Rate,2019,95.13694965,102.4269111,88.08922754
Deaths,Global,Female,15 to 19,All causes,Rate,2019,65.2762194,71.38194201,60.1455408
Deaths,Global,Male,20 to 24,All causes,Number,2019,437270.7244,465080.7271,408762.1776
Deaths,Global,Female,20 to 24,All causes,Number,2019,255140.5916,281182.5255,229824.5375
Deaths,Global,Male,20 to 24,All causes,Rate,2019,143.6650409,152.8020011,134.2985746
Deaths,Global,Female,20 to 24,All causes,Rate,2019,86.26135259,95.06595883,77.70216155
Deaths,Global,Male,25 to 29,All causes,Number,2019,495910.7066,525232.2828,468014.9685
Deaths,Global,Female,25 to 29,All causes,Number,2019,294137.5384,324940.623,262069.6847
Deaths,Global,Male,25 to 29,All causes,Rate,2019,162.7126235,172.3332881,153.5597888
Deaths,Global,Female,25 to 29,All causes,Rate,2019,97.81985973,108.0638886,87.15521297
Deaths,Global,Male,30 to 34,All causes,Number,2019,618820.3528,656281.47,582463.5177
Deaths,Global,Female,30 to 34,All causes,Number,2019,356455.4838,389242.9765,323139.5445
Deaths,Global,Male,30 to 34,All causes,Rate,2019,204.1135063,216.4697902,192.121462
Deaths,Global,Female,30 to 34,All causes,Rate,2019,119.3924416,130.3743986,108.2334848
Deaths,Global,Male,35 to 39,All causes,Number,2019,742489.0392,793689.7671,694549.0259
Deaths,Global,Female,35 to 39,All causes,Number,2019,428556.2515,465062.4736,391365.3582
Deaths,Global,Male,35 to 39,All causes,Rate,2019,272.4328299,291.2193149,254.8427608
